incident_id,year,quarter,country,incident_category,severity,sector_affected,estimated_victims,financial_damage_usd,genai_tool_involved,perpetrator_type,legal_action_taken,media_coverage_score,cross_border,detection_method,resolution_status
INC-01148,2024,Q3,United States,Academic Dishonesty,Medium,Media,9241,388309.56,Unknown,Corporation,1,2.5,0,Whistleblower,Resolved
INC-01149,2024,Q1,Iran,Copyright Infringement via Image Gen,High,Finance,180089,,Image Generator,Organized Group,0,7.4,0,Journalist Investigation,Perpetrator Identified
INC-01150,2025,Q1,Mexico,AI Bias in Credit Scoring,Critical,Politics,340504,27149766.06,Voice Cloner,Individual,1,2.7,0,Journalist Investigation,Legal Proceedings
INC-01151,2023,Q2,Poland,AI-Generated Fraud,Low,Personal,2429,101924.63,Image Generator,Corporation,0,2.8,0,Platform AI,Under Investigation
INC-01152,2024,Q4,India,AI Identity Theft,Medium,Finance,21656,47764.7,Multiple,Corporation,0,1.5,1,Human Review,Legal Proceedings
INC-01153,2022,Q3,Australia,AI-Generated Legal Documents (Unauthorized),Low,Personal,7537,,Multiple,Individual,0,5.4,1,Platform AI,Closed-No Action
INC-01154,2023,Q2,Ireland,Manipulated Audio Evidence,Medium,Healthcare,9729,,Video Synthesizer,Organized Group,0,1.2,0,Automated Flag,Under Investigation
INC-01155,2024,Q3,Italy,AI Identity Theft,Low,Finance,6225,,Image Generator,Unknown,0,9.0,1,Human Review,Legal Proceedings
INC-01156,2024,Q1,Mexico,Manipulated Audio Evidence,Critical,Finance,152202,1703753.5,Unknown,Corporation,1,8.8,0,Automated Flag,Perpetrator Identified
INC-01157,2023,Q4,Poland,Academic Dishonesty,Low,Media,271,,Image Generator,Unknown,1,0.5,0,Automated Flag,Legal Proceedings
INC-01158,2023,Q2,United States,AI-Generated Fraud,Medium,Education,5996,,Unknown,Corporation,1,0.4,0,Automated Flag,Closed-No Action
INC-01159,2025,Q1,North Korea,Deepfake Political Disinformation,High,Personal,37636,3228299.38,Multiple,Unknown,1,1.9,0,Victim Report,Unresolved
INC-01160,2025,Q4,Russia,AI Bias in Credit Scoring,Low,Personal,269,8271.87,Image Generator,State Actor,1,7.5,1,Human Review,Under Investigation
INC-01161,2024,Q3,New Zealand,Non-Consensual Intimate Imagery,Low,Finance,5009,,Unknown,Organized Group,1,3.8,0,Platform AI,Resolved
INC-01162,2025,Q1,Indonesia,Copyright Infringement via Image Gen,Low,Healthcare,6296,14263.53,Code Generator,Unknown,1,7.4,0,Whistleblower,Unresolved
INC-01163,2025,Q4,Saudi Arabia,Academic Dishonesty,Low,Media,5558,58724.03,Code Generator,State Actor,1,5.9,1,Human Review,Resolved
INC-01164,2022,Q2,Israel,AI-Generated Legal Documents (Unauthorized),Low,Public Safety,1549,36257.3,Unknown,Unknown,0,4.7,1,Victim Report,Resolved
INC-01165,2025,Q3,New Zealand,Copyright Infringement via Image Gen,Low,Public Safety,2763,1603.43,Unknown,Individual,1,6.0,0,Automated Flag,Closed-No Action
INC-01166,2023,Q2,Israel,Chatbot Harmful Advice,Medium,Public Safety,11789,152577.54,Voice Cloner,Organized Group,1,0.2,0,Whistleblower,Under Investigation
INC-01167,2025,Q3,Italy,Automated Misinformation Campaign,High,Public Safety,187886,6869581.09,LLM Chatbot,Individual,1,4.9,0,Human Review,Legal Proceedings
INC-01168,2024,Q4,Poland,Synthetic Media Electoral Interference,Critical,Legal,723581,,LLM Chatbot,Unknown,0,0.5,0,Victim Report,Under Investigation
INC-01169,2025,Q3,Turkey,Non-Consensual Intimate Imagery,Low,Finance,8468,2256.2,Multiple,Unknown,0,7.5,1,Human Review,Under Investigation
INC-01170,2024,Q3,Canada,Synthetic Media Electoral Interference,Medium,Employment,13996,86474.04,Video Synthesizer,Organized Group,1,1.5,0,Victim Report,Legal Proceedings
INC-01171,2022,Q3,South Korea,Academic Dishonesty,Low,Education,5360,7460.38,Code Generator,Corporation,1,0.0,1,Automated Flag,Perpetrator Identified
INC-01172,2024,Q1,Italy,Deepfake Political Disinformation,Medium,Education,8962,11812.49,Video Synthesizer,Unknown,0,9.1,0,Forensic Analysis,Unresolved
INC-01173,2023,Q4,New Zealand,Non-Consensual Intimate Imagery,High,Media,6298,1100011.32,Unknown,Organized Group,1,6.2,0,Human Review,Legal Proceedings
INC-01174,2025,Q4,India,AI Identity Theft,Low,Personal,9210,49700.72,Voice Cloner,Corporation,1,2.9,1,Automated Flag,Closed-No Action
INC-01175,2024,Q2,Kenya,Medical AI Misdiagnosis,Low,Education,2354,21350.12,Code Generator,Unknown,1,6.9,0,Automated Flag,Under Investigation
INC-01176,2022,Q3,India,Synthetic Media Electoral Interference,Critical,Education,749208,406897.19,Video Synthesizer,State Actor,0,2.6,0,Victim Report,Legal Proceedings
INC-01177,2023,Q3,Saudi Arabia,Automated Misinformation Campaign,Medium,Healthcare,22279,158676.7,Voice Cloner,Corporation,0,8.8,0,Human Review,Resolved
INC-01178,2023,Q1,Canada,Synthetic Media Electoral Interference,Low,Legal,564,,Voice Cloner,State Actor,1,7.3,1,Platform AI,Closed-No Action
INC-01179,2024,Q1,Italy,Manipulated Audio Evidence,Low,Healthcare,2530,,Multiple,Individual,0,9.4,1,Platform AI,Closed-No Action
INC-01180,2023,Q1,Israel,Chatbot Harmful Advice,Critical,Education,183245,23668951.44,Video Synthesizer,Unknown,0,1.6,1,Whistleblower,Resolved
INC-01181,2024,Q1,UAE,Automated Misinformation Campaign,Medium,Employment,22452,233696.03,Unknown,Unknown,1,0.2,1,Victim Report,Unresolved
INC-01182,2025,Q1,Chile,AI Surveillance Abuse,Critical,Employment,1561636,266860298.78,Multiple,State Actor,1,7.0,0,Forensic Analysis,Resolved
INC-01183,2023,Q4,Iran,AI Bias in Credit Scoring,High,Healthcare,167669,85082.2,Voice Cloner,Organized Group,0,9.0,0,Journalist Investigation,Legal Proceedings
INC-01184,2024,Q1,Taiwan,Synthetic Media Electoral Interference,Low,Legal,5754,99344.44,Image Generator,State Actor,0,3.9,0,Whistleblower,Legal Proceedings
INC-01185,2024,Q4,Netherlands,Medical AI Misdiagnosis,Medium,Legal,4766,,Unknown,Individual,0,2.2,0,Automated Flag,Closed-No Action
INC-01186,2024,Q2,Poland,AI Surveillance Abuse,Low,Legal,2061,2139.91,Voice Cloner,Unknown,1,6.7,1,Platform AI,Under Investigation
INC-01187,2023,Q3,Japan,AI-Enabled Phishing,Low,Media,25150,53452.36,Image Generator,Unknown,0,4.9,1,Journalist Investigation,Legal Proceedings
INC-01188,2024,Q3,Mexico,Deepfake Political Disinformation,Medium,Healthcare,15753,,Image Generator,Individual,0,9.0,1,Human Review,Closed-No Action
INC-01189,2024,Q4,Netherlands,Chatbot Harmful Advice,High,Education,20285,,Multiple,Organized Group,0,9.6,0,Victim Report,Resolved
INC-01190,2024,Q1,Ireland,AI Bias in Credit Scoring,Medium,Education,62761,1496920.12,Voice Cloner,Organized Group,1,8.4,0,Journalist Investigation,Closed-No Action
INC-01191,2025,Q2,Netherlands,Voice Cloning Scam,Medium,Legal,21382,9230.02,LLM Chatbot,Organized Group,0,1.7,0,Whistleblower,Legal Proceedings
INC-01192,2024,Q3,Singapore,Non-Consensual Intimate Imagery,Medium,Education,27360,1166197.55,Multiple,Unknown,1,5.0,0,Platform AI,Closed-No Action
INC-01193,2025,Q4,United States,Medical AI Misdiagnosis,Low,Politics,12637,26213.13,Image Generator,Corporation,0,7.5,0,Journalist Investigation,Under Investigation
INC-01194,2025,Q2,Poland,Synthetic Media Electoral Interference,Critical,Media,691102,31451140.95,Code Generator,State Actor,0,9.3,0,Automated Flag,Under Investigation
INC-01195,2024,Q3,Spain,Deepfake Political Disinformation,Medium,Healthcare,29234,712569.09,Code Generator,Organized Group,0,0.3,1,Platform AI,Resolved
INC-01196,2023,Q4,Japan,Chatbot Harmful Advice,High,Employment,713889,4085462.92,LLM Chatbot,State Actor,1,3.2,0,Victim Report,Under Investigation
INC-01197,2024,Q1,Japan,AI Identity Theft,High,Education,405588,12580121.01,Code Generator,Individual,0,6.6,1,Journalist Investigation,Closed-No Action
INC-01198,2025,Q3,Chile,Copyright Infringement via Image Gen,Medium,Personal,8107,,Unknown,Individual,1,6.6,1,Forensic Analysis,Resolved
INC-01199,2023,Q3,UAE,Automated Misinformation Campaign,Low,Politics,7211,35956.96,Image Generator,Unknown,1,5.4,1,Whistleblower,Closed-No Action
INC-01200,2025,Q4,Italy,Academic Dishonesty,Medium,Personal,27300,835030.86,Unknown,State Actor,1,7.7,0,Victim Report,Unresolved
INC-01201,2023,Q2,Nigeria,Medical AI Misdiagnosis,Medium,Finance,1702,,LLM Chatbot,Corporation,0,9.8,1,Journalist Investigation,Perpetrator Identified
INC-01202,2023,Q4,Israel,AI-Enabled Phishing,High,Healthcare,77361,932038.12,Image Generator,Individual,1,3.3,0,Automated Flag,Under Investigation
INC-01203,2024,Q4,North Korea,AI Surveillance Abuse,Low,Personal,1955,,Unknown,State Actor,1,1.1,0,Forensic Analysis,Perpetrator Identified
INC-01204,2024,Q2,Indonesia,AI-Enabled Phishing,Medium,Employment,12451,746264.86,LLM Chatbot,Unknown,0,6.9,1,Journalist Investigation,Perpetrator Identified
INC-01205,2024,Q2,Canada,Automated Misinformation Campaign,Medium,Finance,27479,,Code Generator,Unknown,0,1.9,0,Platform AI,Resolved
INC-01206,2025,Q2,Saudi Arabia,Manipulated Audio Evidence,Medium,Personal,10818,,Video Synthesizer,Unknown,0,2.8,1,Victim Report,Under Investigation
INC-01207,2022,Q3,Brazil,Deepfake Political Disinformation,High,Employment,88624,9782025.97,Unknown,Unknown,1,6.7,1,Victim Report,Unresolved
INC-01208,2024,Q3,Taiwan,Academic Dishonesty,Critical,Education,156611,,Unknown,State Actor,0,1.7,0,Automated Flag,Under Investigation
INC-01209,2022,Q1,Russia,Deepfake Political Disinformation,High,Legal,210121,11417165.48,LLM Chatbot,Organized Group,0,3.2,1,Platform AI,Unresolved
INC-01210,2024,Q2,Singapore,AI-Generated Fraud,Medium,Media,3910,,Voice Cloner,Organized Group,1,0.6,0,Journalist Investigation,Closed-No Action
INC-01211,2022,Q4,Poland,Medical AI Misdiagnosis,Low,Finance,2103,,LLM Chatbot,Unknown,0,6.4,0,Victim Report,Perpetrator Identified
INC-01212,2025,Q3,Nigeria,Copyright Infringement via Image Gen,Low,Employment,13464,,Multiple,State Actor,0,7.2,0,Human Review,Perpetrator Identified
INC-01213,2023,Q2,Mexico,Manipulated Audio Evidence,High,Personal,64644,1751702.56,Unknown,Unknown,0,0.3,1,Human Review,Under Investigation
INC-01214,2024,Q2,United States,Synthetic Media Electoral Interference,Medium,Legal,830,903364.43,Video Synthesizer,Individual,0,3.1,1,Human Review,Resolved
INC-01215,2024,Q1,Brazil,AI-Generated Fraud,Critical,Politics,187148,,Video Synthesizer,Corporation,1,0.7,1,Platform AI,Legal Proceedings
INC-01216,2025,Q4,South Korea,AI Bias in Hiring,High,Legal,15063,542226.1,Voice Cloner,Corporation,0,9.3,0,Forensic Analysis,Legal Proceedings
INC-01217,2023,Q2,Sweden,Manipulated Audio Evidence,Medium,Employment,26060,168530.87,Code Generator,Organized Group,1,6.3,1,Journalist Investigation,Perpetrator Identified
INC-01218,2023,Q1,Kenya,AI-Generated Legal Documents (Unauthorized),Medium,Healthcare,8410,642598.95,Multiple,Unknown,0,7.0,1,Automated Flag,Perpetrator Identified
INC-01219,2023,Q2,New Zealand,Non-Consensual Intimate Imagery,Medium,Healthcare,23894,,Voice Cloner,Organized Group,0,8.5,1,Automated Flag,Under Investigation
INC-01220,2024,Q2,Singapore,AI-Enabled Phishing,Low,Personal,16933,34217.48,Unknown,Organized Group,0,9.7,0,Human Review,Under Investigation
INC-01221,2024,Q3,United States,Medical AI Misdiagnosis,Low,Politics,5107,24441.53,Voice Cloner,Corporation,0,7.0,0,Platform AI,Unresolved
INC-01222,2023,Q4,Sweden,Automated Misinformation Campaign,Medium,Education,30937,291763.11,Multiple,Corporation,0,9.8,0,Human Review,Under Investigation
INC-01223,2025,Q2,UAE,Medical AI Misdiagnosis,Medium,Healthcare,30816,668490.4,Video Synthesizer,Unknown,0,8.9,1,Whistleblower,Closed-No Action
INC-01224,2024,Q3,Japan,Academic Dishonesty,Medium,Finance,8782,568655.71,Multiple,Organized Group,0,5.4,1,Victim Report,Perpetrator Identified
INC-01225,2024,Q4,Iran,AI Identity Theft,Low,Healthcare,257,17976.0,Code Generator,Individual,0,4.4,0,Platform AI,Resolved
INC-01226,2022,Q4,Germany,Manipulated Audio Evidence,Low,Healthcare,1937,,Video Synthesizer,Individual,0,6.1,1,Human Review,Resolved
INC-01227,2024,Q2,Germany,AI-Generated Legal Documents (Unauthorized),High,Legal,103729,,Unknown,Organized Group,1,6.9,1,Journalist Investigation,Under Investigation
INC-01228,2024,Q4,United Kingdom,Automated Misinformation Campaign,Critical,Healthcare,127769,,LLM Chatbot,Individual,1,7.4,1,Forensic Analysis,Unresolved
INC-01229,2025,Q4,United Kingdom,AI-Generated Legal Documents (Unauthorized),High,Legal,49204,12059521.32,Unknown,Individual,1,2.3,1,Journalist Investigation,Closed-No Action
INC-01230,2025,Q1,Kenya,AI Surveillance Abuse,High,Media,1463,11393797.0,Code Generator,Individual,1,2.6,1,Forensic Analysis,Closed-No Action
INC-01231,2024,Q3,Brazil,Chatbot Harmful Advice,High,Finance,6745,,Voice Cloner,State Actor,1,3.7,0,Platform AI,Unresolved
INC-01232,2024,Q1,Mexico,Voice Cloning Scam,Medium,Employment,10631,,Multiple,Unknown,1,5.0,1,Victim Report,Perpetrator Identified
INC-01233,2023,Q3,Singapore,AI-Enabled Phishing,Low,Education,9942,179228.05,Code Generator,Organized Group,0,7.2,0,Human Review,Perpetrator Identified
INC-01234,2024,Q1,Italy,Automated Misinformation Campaign,High,Politics,47058,426207.81,Multiple,Corporation,1,6.8,0,Forensic Analysis,Under Investigation
INC-01235,2024,Q1,Saudi Arabia,AI Bias in Credit Scoring,Low,Education,5079,,Video Synthesizer,Unknown,1,5.7,0,Whistleblower,Closed-No Action
INC-01236,2025,Q3,India,AI Plagiarism,Medium,Personal,9974,,Voice Cloner,Corporation,1,4.8,1,Forensic Analysis,Under Investigation
INC-01237,2024,Q4,Italy,AI-Generated Fraud,Low,Education,1509,,Multiple,Corporation,1,4.8,0,Automated Flag,Resolved
INC-01238,2022,Q1,Brazil,Academic Dishonesty,Medium,Public Safety,9151,,Image Generator,State Actor,0,7.4,0,Forensic Analysis,Perpetrator Identified
INC-01239,2024,Q3,Poland,Deepfake Political Disinformation,Medium,Finance,14363,190103.18,Video Synthesizer,State Actor,0,8.1,1,Platform AI,Closed-No Action
INC-01240,2023,Q4,New Zealand,Voice Cloning Scam,High,Legal,34393,,Unknown,Individual,0,6.2,0,Forensic Analysis,Perpetrator Identified
INC-01241,2024,Q2,South Africa,AI Bias in Credit Scoring,Low,Education,10360,,Unknown,Individual,1,4.6,1,Forensic Analysis,Unresolved
INC-01242,2022,Q3,New Zealand,AI-Generated Legal Documents (Unauthorized),High,Employment,40752,4576622.69,Multiple,Corporation,0,4.2,0,Human Review,Closed-No Action
INC-01243,2022,Q3,Sweden,Copyright Infringement via Image Gen,Medium,Healthcare,29506,,LLM Chatbot,State Actor,0,6.5,0,Whistleblower,Unresolved
INC-01244,2024,Q1,Japan,Manipulated Audio Evidence,Medium,Personal,62591,1109545.16,Video Synthesizer,Individual,0,8.9,1,Journalist Investigation,Unresolved
INC-01245,2023,Q1,Nigeria,AI-Generated Fraud,Low,Employment,792,40420.22,Code Generator,Corporation,0,3.1,0,Automated Flag,Resolved
INC-01246,2024,Q3,Kenya,Automated Misinformation Campaign,Low,Education,6683,174676.48,Video Synthesizer,Individual,1,6.6,0,Automated Flag,Under Investigation
INC-01247,2023,Q2,Mexico,AI Bias in Credit Scoring,Critical,Politics,1305616,,Multiple,Individual,1,7.9,0,Victim Report,Resolved
INC-01248,2025,Q3,Turkey,Non-Consensual Intimate Imagery,Low,Personal,16347,17289.34,Unknown,Individual,0,1.4,0,Victim Report,Perpetrator Identified
INC-01249,2022,Q3,Ireland,AI Bias in Hiring,High,Personal,93420,,Multiple,Individual,0,5.8,0,Human Review,Legal Proceedings
INC-01250,2025,Q4,Canada,AI-Enabled Phishing,Low,Employment,8810,13811.93,Unknown,Individual,0,0.7,0,Whistleblower,Legal Proceedings
INC-01251,2025,Q3,Kenya,Academic Dishonesty,High,Finance,53842,818303.02,Voice Cloner,Unknown,0,2.1,1,Journalist Investigation,Legal Proceedings
INC-01252,2025,Q3,United States,Medical AI Misdiagnosis,Low,Education,14357,55556.44,Code Generator,State Actor,0,9.2,0,Journalist Investigation,Resolved
INC-01253,2025,Q2,New Zealand,AI-Generated Fraud,High,Healthcare,220937,,Voice Cloner,Unknown,0,4.1,0,Victim Report,Under Investigation
INC-01254,2025,Q1,Ireland,AI-Generated Legal Documents (Unauthorized),Medium,Finance,52883,1458311.06,Unknown,Unknown,1,6.7,1,Human Review,Resolved
INC-01255,2023,Q3,Chile,AI Surveillance Abuse,High,Finance,324356,11211652.39,LLM Chatbot,Corporation,0,7.6,0,Whistleblower,Unresolved
INC-01256,2024,Q2,Australia,Copyright Infringement via Image Gen,Low,Finance,1569,22807.42,Image Generator,Unknown,0,8.2,0,Journalist Investigation,Unresolved
INC-01257,2025,Q3,Australia,Synthetic Media Electoral Interference,Medium,Legal,12970,2373.36,Video Synthesizer,Organized Group,1,7.2,1,Journalist Investigation,Resolved
INC-01258,2024,Q2,New Zealand,AI-Generated Fraud,Medium,Finance,554,572214.1,Multiple,Unknown,0,7.6,0,Victim Report,Legal Proceedings
INC-01259,2025,Q4,Sweden,Manipulated Audio Evidence,High,Public Safety,140682,4144841.93,LLM Chatbot,Unknown,1,2.1,0,Journalist Investigation,Under Investigation
INC-01260,2024,Q3,Australia,AI-Enabled Phishing,Low,Media,7650,10329.82,Unknown,Unknown,0,2.0,0,Automated Flag,Under Investigation
INC-01261,2025,Q3,Canada,Synthetic Media Electoral Interference,Low,Finance,9956,,Unknown,Organized Group,0,7.2,0,Journalist Investigation,Under Investigation
INC-01262,2025,Q3,North Korea,AI-Enabled Phishing,High,Legal,100944,14034006.64,Video Synthesizer,Organized Group,0,3.9,1,Victim Report,Closed-No Action
INC-01263,2024,Q4,Nigeria,Automated Misinformation Campaign,Low,Employment,3557,,Voice Cloner,Corporation,1,3.0,1,Human Review,Resolved
INC-01264,2024,Q4,South Africa,Manipulated Audio Evidence,Medium,Legal,1751,,Unknown,State Actor,1,9.5,0,Human Review,Under Investigation
INC-01265,2024,Q2,Netherlands,Medical AI Misdiagnosis,Critical,Finance,317571,66835582.05,Video Synthesizer,State Actor,1,3.1,0,Human Review,Legal Proceedings
INC-01266,2025,Q4,New Zealand,Automated Misinformation Campaign,Low,Personal,1020,846.9,LLM Chatbot,Organized Group,1,7.9,1,Whistleblower,Closed-No Action
INC-01267,2025,Q1,Sweden,Deepfake Political Disinformation,Medium,Media,13531,103193.17,Image Generator,Unknown,0,2.3,1,Automated Flag,Closed-No Action
INC-01268,2023,Q3,Mexico,AI Plagiarism,Critical,Media,241653,,Video Synthesizer,Unknown,0,1.0,0,Automated Flag,Legal Proceedings
INC-01269,2024,Q3,Ireland,AI Identity Theft,Medium,Legal,3018,17694.5,Unknown,Corporation,1,5.7,0,Victim Report,Under Investigation
INC-01270,2022,Q2,India,AI Plagiarism,Low,Personal,3764,,Unknown,State Actor,0,2.1,1,Victim Report,Resolved
INC-01271,2025,Q2,United Kingdom,AI Surveillance Abuse,Medium,Media,11581,82882.1,Unknown,Individual,1,9.7,0,Journalist Investigation,Closed-No Action
INC-01272,2023,Q2,China,Manipulated Audio Evidence,Critical,Politics,527748,,LLM Chatbot,Unknown,1,0.3,1,Forensic Analysis,Resolved
INC-01273,2025,Q4,Kenya,Copyright Infringement via Image Gen,Low,Finance,988,,Image Generator,Organized Group,1,2.1,0,Platform AI,Perpetrator Identified
INC-01274,2023,Q3,Sweden,Medical AI Misdiagnosis,Low,Personal,1659,,Voice Cloner,Individual,0,3.1,0,Platform AI,Legal Proceedings
INC-01275,2024,Q1,Israel,Chatbot Harmful Advice,Medium,Finance,15393,,LLM Chatbot,Corporation,1,3.8,0,Platform AI,Under Investigation
INC-01276,2025,Q4,Japan,AI Bias in Credit Scoring,Medium,Finance,23789,,Code Generator,Organized Group,1,1.3,0,Victim Report,Unresolved
INC-01277,2024,Q2,Brazil,Chatbot Harmful Advice,Critical,Personal,809705,78169343.57,Multiple,Corporation,0,7.1,0,Victim Report,Legal Proceedings
INC-01278,2025,Q3,Saudi Arabia,Voice Cloning Scam,Medium,Legal,13220,260132.13,Video Synthesizer,Individual,0,7.7,0,Human Review,Perpetrator Identified
INC-01279,2024,Q1,Spain,Non-Consensual Intimate Imagery,High,Education,16745,5925329.77,Image Generator,Unknown,1,8.1,1,Forensic Analysis,Closed-No Action
INC-01280,2022,Q1,China,Academic Dishonesty,Medium,Politics,46795,139094.52,Voice Cloner,Unknown,0,6.9,0,Automated Flag,Resolved
INC-01281,2025,Q2,UAE,Voice Cloning Scam,Medium,Finance,3101,1086362.31,Code Generator,Individual,1,8.4,0,Automated Flag,Unresolved
INC-01282,2025,Q1,North Korea,Academic Dishonesty,Medium,Legal,47196,1606435.3,Video Synthesizer,Unknown,0,8.2,1,Whistleblower,Unresolved
